dataset_id,dataset_name,dataset_title,extra_key,extra_value
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,graphic-preview-file,
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,graphic-preview-type,png
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,guid,c83bf3d4-29d0-412e-86c9-efb3b891a438
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,licence,[]
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,lineage,"Dati iegūti gan no standarta, gan no slīpā leņķa fotogrāfijām,  2021. gada pavasarī. Aerofotografēšanas ainu pārklājums ir 80/60."
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,metadata-date,2025-11-20T07:40:02.442Z
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,metadata-language,lav
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,progress,
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,resource-type,service
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,responsible-party,"[{""name"": ""Latvijas \u0122eotelpisk\u0101s inform\u0101cijas a\u0123ent\u016bra"", ""roles"": [""pointOfContact""]}]"
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,spatial,"{""type"": ""Polygon"", ""coordinates"": [[[28.5, 55.6], [20.7, 55.6], [20.7, 58.1], [28.5, 58.1], [28.5, 55.6]]]}"
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,spatial-data-service-type,download
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,spatial-reference-system,
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,spatial_harvester,true
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,harvest_object_id,fcac4e5f-5ae8-487a-b1e5-7f570146e8b6
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,harvest_source_id,8497a799-fa2d-4134-b0a5-69796e672cd7
60f99003-2592-48c3-8d55-28a6f8522ca6,rgas-pilstas-teritorijas-fotorelistiskie-3d-modea-dati,Rīgas pilsētas teritorijas fotoreālistiskie 3D modeļa dati,harvest_source_title,Geoprodukti
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,access_constraints,[]
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,bbox-east-long,20.700
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,bbox-north-lat,58.100
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,bbox-south-lat,55.600
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,bbox-west-long,28.500
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,contact-email,toms.tensons@lgia.gov.lv
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,coupled-resource,"[{""title"": [], ""href"": [""https://geolatvija.lv/geonetwork/srv/api/records/8f294383-459d-499a-9aeb-25e6db6af898/formatters/xml""], ""uuid"": [""8f294383-459d-499a-9aeb-25e6db6af898""]}]"
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,dataset-reference-date,"[{""type"": ""publication"", ""value"": ""2025-11-20""}, {""type"": ""revision"", ""value"": ""2024-07-12""}, {""type"": ""creation"", ""value"": ""2025-11-20""}]"
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,frequency-of-update,
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,graphic-preview-description,large_thumbnail
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,graphic-preview-file,
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,graphic-preview-type,png
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,guid,994e0c3c-74ce-4ad7-9895-5e08e8b7f3b7
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,licence,[]
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,lineage,Vietvārdu datubāze
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,metadata-date,2025-11-20T08:14:56.308Z
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,metadata-language,lav
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,progress,
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,resource-type,service
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,responsible-party,"[{""name"": ""Latvijas \u0122eotelpisk\u0101s inform\u0101cijas a\u0123ent\u016bra"", ""roles"": [""pointOfContact""]}]"
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,spatial,"{""type"": ""Polygon"", ""coordinates"": [[[28.5, 55.6], [20.7, 55.6], [20.7, 58.1], [28.5, 58.1], [28.5, 55.6]]]}"
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,spatial-data-service-type,download
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,spatial-reference-system,
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,spatial_harvester,true
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,harvest_object_id,0194f7ff-3ecb-4991-9c21-6ed011b0d6be
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,harvest_source_id,8497a799-fa2d-4134-b0a5-69796e672cd7
9ceaa7e8-8edf-4a5d-9c66-bf34f40e0f07,eogrfisko-nosaukumu-dati-inspire-download,Ģeogrāfisko nosaukumu dati INSPIRE Download,harvest_source_title,Geoprodukti
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,access_constraints,[]
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,bbox-east-long,20.700
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,bbox-north-lat,58.100
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,bbox-south-lat,55.600
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,bbox-west-long,28.500
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,contact-email,toms.tensons@lgia.gov.lv
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,coupled-resource,"[{""title"": [], ""href"": [""https://geolatvija.lv/geonetwork/srv/api/records/8f294383-459d-499a-9aeb-25e6db6af898/formatters/xml""], ""uuid"": [""8f294383-459d-499a-9aeb-25e6db6af898""]}]"
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,dataset-reference-date,"[{""type"": ""publication"", ""value"": ""2025-11-20""}, {""type"": ""revision"", ""value"": ""2024-07-12""}, {""type"": ""creation"", ""value"": ""2025-11-20""}]"
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,frequency-of-update,
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,graphic-preview-description,large_thumbnail
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,graphic-preview-file,
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,graphic-preview-type,png
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,guid,2896adc9-89df-4301-a887-c977a86adcf4
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,licence,[]
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,lineage,Vietvārdu datubāze
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,metadata-date,2025-11-20T08:14:55.115Z
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,metadata-language,lav
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,progress,
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,resource-type,service
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,responsible-party,"[{""name"": ""Latvijas \u0122eotelpisk\u0101s inform\u0101cijas a\u0123ent\u016bra"", ""roles"": [""pointOfContact""]}]"
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,spatial,"{""type"": ""Polygon"", ""coordinates"": [[[28.5, 55.6], [20.7, 55.6], [20.7, 58.1], [28.5, 58.1], [28.5, 55.6]]]}"
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,spatial-data-service-type,view
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,spatial-reference-system,
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,spatial_harvester,true
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,harvest_object_id,65a37405-48af-4411-805a-9d362c55c350
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,harvest_source_id,8497a799-fa2d-4134-b0a5-69796e672cd7
5f33c9c5-d602-4b93-9cac-99c2dd5ae444,eogrfisko-nosaukumu-dati-inspire-download-wms,Ģeogrāfisko nosaukumu dati INSPIRE Download WMS,harvest_source_title,Geoprodukti
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,access_constraints,[]
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,bbox-east-long,20.700
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,bbox-north-lat,58.100
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,bbox-south-lat,55.600
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,bbox-west-long,28.500
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,contact-email,ais@lgs.lv
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,coupled-resource,"[{""title"": [], ""href"": [""https://geolatvija.lv/geonetwork/srv/api/records/3332d03a-88e1-48eb-993f-e688427a41ba/formatters/xml""], ""uuid"": [""3332d03a-88e1-48eb-993f-e688427a41ba""]}]"
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,dataset-reference-date,"[{""type"": ""publication"", ""value"": ""2025-11-28""}, {""type"": ""revision"", ""value"": ""2025-07-10""}, {""type"": ""creation"", ""value"": ""2025-11-28""}]"
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,frequency-of-update,
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,graphic-preview-description,large_thumbnail
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,graphic-preview-file,
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,graphic-preview-type,png
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,guid,5d233308-fecb-4eeb-ba92-534808c9fc93
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,licence,[]
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,lineage,Atbilstoši INSPIRE specifikācijai
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,metadata-date,2025-11-28T09:07:53.078Z
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,metadata-language,lav
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,progress,
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,resource-type,service
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,responsible-party,"[{""name"": ""VAS \""Latvijas gaisa satiksme\"""", ""roles"": [""pointOfContact""]}]"
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,spatial,"{""type"": ""Polygon"", ""coordinates"": [[[28.5, 55.6], [20.7, 55.6], [20.7, 58.1], [28.5, 58.1], [28.5, 55.6]]]}"
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,spatial-data-service-type,download
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,spatial-reference-system,
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,spatial_harvester,true
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,harvest_object_id,d2dd8f52-42af-44e1-b5a5-a20d6b5dbc91
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,harvest_source_id,8497a799-fa2d-4134-b0a5-69796e672cd7
eec5999c-deea-4b81-9cc8-72d5319b2ea8,manevranas-cei-inspire-dati-wfs,Manevrēšanas ceļi (INSPIRE dati) WFS,harvest_source_title,Geoprodukti
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,access_constraints,[]
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,bbox-east-long,20.700
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,bbox-north-lat,58.100
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,bbox-south-lat,55.600
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,bbox-west-long,28.500
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,contact-email,ais@lgs.lv
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,coupled-resource,"[{""title"": [], ""href"": [""https://geolatvija.lv/geonetwork/srv/api/records/0eafb87b-76d6-42e6-8cbc-305e018baa87/formatters/xml""], ""uuid"": [""0eafb87b-76d6-42e6-8cbc-305e018baa87""]}]"
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,dataset-reference-date,"[{""type"": ""publication"", ""value"": ""2025-11-28""}, {""type"": ""revision"", ""value"": ""2025-07-10""}, {""type"": ""creation"", ""value"": ""2025-11-28""}]"
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,frequency-of-update,
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,graphic-preview-description,large_thumbnail
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,graphic-preview-file,
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,graphic-preview-type,png
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,guid,a929ca55-3986-4931-8ea5-48be7c8145e6
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,licence,[]
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,lineage,Atbilstoši INSPIRE specifikācijai
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,metadata-date,2025-11-28T09:10:52.879Z
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,metadata-language,lav
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,progress,
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,resource-type,service
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,responsible-party,"[{""name"": ""VAS \""Latvijas gaisa satiksme\"""", ""roles"": [""pointOfContact""]}]"
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,spatial,"{""type"": ""Polygon"", ""coordinates"": [[[28.5, 55.6], [20.7, 55.6], [20.7, 58.1], [28.5, 58.1], [28.5, 55.6]]]}"
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,spatial-data-service-type,download
75e43987-59a7-48ed-8803-9791572b4a7d,lidlauki-inspire-dati-wfs,Lidlauki (INSPIRE dati) WFS,spatial-reference-system,
